symbol,name,currency,exchange,country,type
AIGI,Artistmss International Group,,,,
AIG.PR.A,American International Group,,,,
AIH,Aesthetic Medical International Holdings Group Ltd,USD,NASDAQ,United States,Depositary Receipt
AIHS,Senmiao Technology Ltd,USD,NASDAQ,United States,Common Stock
AIKI,AIkido Pharma Inc,USD,NASDAQ,United States,Common Stock
AIM,AIM ImmunoTech Inc,USD,NYSE,United States,Common Stock
AIMC,Altra Industrial Motion Corp,USD,NASDAQ,United States,Common Stock
AIMH,AimRite Holdings Corp.,USD,OTC,United States,Common Stock
AIMT,Aimmune Therapeutics Inc,USD,NASDAQ,United States,Common Stock
AIN,Albany International Corp,USD,NYSE,United States,Common Stock
AINC,Ashford Inc,USD,NYSE,United States,Common Stock
AINV,Apollo Investment Corp,USD,NASDAQ,United States,Closed-end Fund
AIO,AllianzGI Artificial Intelligence & Technology Opportunities Fund,USD,NYSE,United States,Common Stock
AIOSF,Atresmedia Corporación de Medios de Comunicación,,,,
AIR,AAR Corp,USD,NYSE,United States,Common Stock
AIRC,Apartment Income REIT Corp.,USD,NYSE,United States of America,EQUITY
AIRG,Airgain Inc,USD,NASDAQ,United States,Common Stock
AIRI,Air Industries Group,USD,NYSE,United States,Common Stock
AIRO,Airspan Networks,,,,
AIRT,Air T Inc,USD,NASDAQ,United States,Common Stock
AIRT,Air T,,,,
AIRTP,Air T Funding,USD,NASDAQ,United States,Preferred Stock
AIT,Applied Industrial Technologies Inc,USD,NYSE,United States,Common Stock
AITX,Artificial Intelligence Technology Solutions Inc.,USD,OTC,United States,Common Stock
AIV,Apartment Investment & Management Co,USD,NYSE,United States,Real Estate Investment Trust (REIT)
AIVN,American International Ventures,,,,
AIW,Arlington Asset Investment Corp,USD,NYSE,United States,Preferred Stock
AIXN,AiXin Life International,,,,
AIZ,Assurant Inc,USD,NYSE,United States,Common Stock
AIZP,Assurant Inc,USD,NYSE,United States,Preferred Stock
AJAX,Ajax I,USD,NYSE,United States of America,EQUITY
AJG,Arthur J Gallagher & Co,USD,NYSE,United States,Common Stock
AJIA,Ajia Innogroup Holdings Limited,USD,OTC,United States,Common Stock
AJRD,Aerojet Rocketdyne Holdings Inc,USD,NYSE,United States,Common Stock
AJX,Great Ajax Corp,USD,NYSE,United States,Real Estate Investment Trust (REIT)
AJXA,Great Ajax Corp,USD,NYSE,United States,Exchange-traded Note
AKAM,Akamai Technologies Inc,USD,NASDAQ,United States,Common Stock
AKAOQ,Achaogen,,,,
AKBA,Akebia Therapeutics Inc,USD,NASDAQ,United States,Common Stock
AKBTY,Akbank T.A.S.,USD,OTC,United States of America,EQUITY
AKCA,Akcea Therapeutics Inc,USD,NASDAQ,United States,Common Stock
AKER,Akers Biosciences Inc,USD,NASDAQ,United States,Common Stock
AKIC,Sports Ventures Acquisition Corp.,USD,NASDAQ,United States of America,EQUITY
AKO.A,Embotelladora Andina SA,USD,NYSE,United States,Depositary Receipt
AKO.B,Embotelladora Andina SA,USD,NYSE,United States,Depositary Receipt
AKR,Acadia Realty Trust,USD,NYSE,United States,Real Estate Investment Trust (REIT)
AKRO,Akero Therapeutics Inc,USD,NASDAQ,United States,Common Stock
AKRX,Akorn Inc,USD,NASDAQ,United States,Common Stock
AKTS,Akoustis Technologies Inc,USD,NASDAQ,United States,Common Stock
AKTX,Akari Therapeutics PLC,USD,NASDAQ,United States,Depositary Receipt
AKU,Akumin Inc.,USD,NASDAQ,United States of America,EQUITY
AKUS,Akouos Inc,USD,NASDAQ,United States of America,Common Stock
AKVA,Arkanova Energy Corp.,USD,OTC,United States,Common Stock
AKYA,Akoya Biosciences,,,,
AKZOF,Akzo Nobel N.V.,USD,OTC,United States of America,EQUITY
AKZOY,Akzo Nobel N.V.,USD,OTC,United States of America,EQUITY
AL,Air Lease Corp,USD,NYSE,United States,Common Stock
AL-A,Air Lease Corp,USD,NYSE,United States,Preferred Stock
ALAC,Alberton Acquisition Corp,USD,NASDAQ,United States,Common Stock
ALACF,Alacer Gold Corp.,USD,OTC,United States,Common Stock
ALACU,Alberton Acquisition Corp,USD,NASDAQ,United States,Unit
ALAN,Alanco Technologies,,,,
ALB,Albemarle Corp,USD,NYSE,United States,Common Stock
ALBHF,Alibaba Health Information Technology Limited,USD,OTC,United States of America,EQUITY
ALBO,Albireo Pharma Inc,USD,NASDAQ,United States,Common Stock
ALBUD,Mint,EUR,Euronext,United States of America,Common Stock
ALC,Alcon Inc,USD,NYSE,United States,Common Stock
ALCO,Alico Inc,USD,NASDAQ,United States,Common Stock
ALDA,Atlantica,,,,
ALDX,Aldeyra Therapeutics Inc,USD,NASDAQ,United States,Common Stock
ALDX,Aldeyra Therapeutics,,,,
ALE,ALLETE Inc,USD,NYSE,United States,Common Stock
ALEAF,Aleafia Health Inc.,USD,OTC,United States of America,EQUITY
ALEC,Alector Inc,USD,NASDAQ,United States,Common Stock
ALEX,Alexander & Baldwin Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
ALF,Alfi,,,,
ALFFF,Alfa,,,,
ALG,Alamo Group Inc,USD,NYSE,United States,Common Stock
ALGC,Algiers Bancorp,,,,
ALGM,Allegro MicroSystems Inc,USD,NASDAQ,United States of America,Common Stock
ALGN,Align Technology Inc,USD,NASDAQ,United States,Common Stock
ALGS,Aligos Therapeutics Inc,USD,NASDAQ,United States of America,Common Stock
ALGT,Allegiant Travel Co,USD,NASDAQ,United States,Common Stock
ALHC,Alignment Healthcare,,,,
ALIAF,Alacer Gold Corp.,USD,OTC,United States,Common Stock
ALID,Allied Corp.,USD,OTC,United States of America,EQUITY
ALIM,Alimera Sciences Inc,USD,NASDAQ,United States,Common Stock
ALJJ,ALJ Regional Holdings Inc,USD,NASDAQ,United States,Common Stock
ALK,Alaska Air Group Inc,USD,NYSE,United States,Common Stock
ALKEF,Alkane Resources Limited,USD,OTC,United States of America,EQUITY
ALKM,Alkame Holdings,,,,
ALKN,Alkane,,,,
ALKS,Alkermes PLC,USD,NASDAQ,United States,Common Stock
ALKT,Alkami Technology,,,,
ALL,Allstate Corp-The,USD,NYSE,United States,Common Stock
ALL-B,Allstate Corp-The,USD,NYSE,United States,Preferred Stock
ALLE,Allegion PLC,USD,NYSE,United States,Common Stock
ALL-G,Allstate Corp-The,USD,NYSE,United States,Preferred Stock
ALL-H,Allstate Corp-The,USD,NYSE,United States,Preferred Stock
ALL-I,Allstate Corp-The,USD,NYSE,United States,Preferred Stock
ALLK,Allakos Inc,USD,NASDAQ,United States,Common Stock
ALLM,Alliance Bioenergy Plus,,,,
ALLN,Allin Corp.,USD,OTC,United States,Common Stock
ALLO,Allogene Therapeutics Inc,USD,NASDAQ,United States,Common Stock
ALL.PR.B,The Allstate Corporation,USD,NYSE,United States of America,EQUITY
ALL.PR.G,The Allstate Corporation,USD,NYSE,United States of America,EQUITY
ALL.PR.H,The Allstate Corporation,USD,NYSE,United States of America,EQUITY
ALLQ,ALL-Q-TELL Corp.,USD,OTC,United States,Common Stock
ALLT,Allot Ltd,USD,NASDAQ,United States,Common Stock
ALLWF,Allied Minds plc,USD,OTC,United States of America,EQUITY
ALLY,Ally Financial Inc,USD,NYSE,United States,Common Stock
ALLY-A,GMAC Capital Trust I,USD,NYSE,United States,Preferred Stock
ALMC,Alimco Financial Corporation,USD,OTC,United States,Common Stock
ALME,Alamo Energy Corp.,USD,OTC,United States,Common Stock
ALMTF,Almonty Industries Inc.,USD,OTC,United States of America,EQUITY
ALNA,Allena Pharmaceuticals Inc,USD,NASDAQ,United States,Common Stock
ALNY,Alnylam Pharmaceuticals Inc,USD,NASDAQ,United States,Common Stock
ALO,Alio Gold Inc,USD,NYSE,United States,Common Stock
ALOT,AstroNova Inc,USD,NASDAQ,United States,Common Stock
ALPE,alpha-En Corporation,USD,OTC,United States,Common Stock
ALPIB,Alpine Banks Colorado,USD,OTC,United States,Common Stock
ALPN,Alpine Immune Sciences Inc,USD,NASDAQ,United States,Common Stock
ALPP,Alpine 4 Technologies Ltd.,USD,OTC,United States,Common Stock
ALPP,Alpine 4 Technologies,,,,
ALP.PR.Q,Alabama Power Company,USD,NYSE,United States of America,EQUITY
ALP-Q,Alabama Power Co,USD,NYSE,United States,Preferred Stock
AL.PR.A,Air Lease Corporation,USD,NYSE,United States of America,EQUITY
ALRM,Alarm.com Holdings Inc,USD,NASDAQ,United States,Common Stock
ALRN,Aileron Therapeutics Inc,USD,NASDAQ,United States,Common Stock
ALRN,Aileron Therapeutics Inc,USD,NASDAQ,United States,Common Stock
ALRN,Aileron Therapeutics,,,,
ALRS,Alerus Financial Corp,USD,NASDAQ,United States,Common Stock
ALRT,ALR Technologies,,,,
ALRT,ALR Technologies Inc.,USD,OTC,United States of America,EQUITY
ALRY,Allenergy Inc.,USD,OTC,United States,Common Stock
ALSE,Alseres Pharmaceuticals,,,,
ALSI,Atlas Resources International,,,,
ALSK,Alaska Communications Systems Group Inc,USD,NASDAQ,United States,Common Stock
ALSN,Allison Transmission Holdings Inc,USD,NYSE,United States,Common Stock
ALST,Allstar Health Brands,,,,
ALT,Altimmune Inc,USD,NASDAQ,United States,Common Stock
ALTA,Altabancorp,USD,NASDAQ,United States,Common Stock
ALTB,Alpine Auto Brokers Inc,USD,OTC,United States,Common Stock
ALTD,Altitude International,,,,
ALTG,Alta Equipment Group Inc,USD,NYSE,United States,Common Stock
ALTGF,AltaGas Ltd.,USD,OTC,United States of America,EQUITY
ALTM,Altus Midstream Co,USD,NASDAQ,United States,Common Stock
ALTN,Alternus Energy Inc.,USD,OTC,United States,Common Stock
ALTO,Alto Ingredients,,,,
ALTR,Altair Engineering Inc,USD,NASDAQ,United States,Common Stock
ALTUF,Altus Strategies plc,USD,OTC,United States of America,EQUITY
ALTX,Altex Industries,,,,
ALUS,Alussa Energy Acquisition Corp,USD,NYSE,United States,Common Stock
ALV,Autoliv Inc,USD,NYSE,United States,Common Stock
ALVOF,Alvopetro Energy Ltd.,USD,OTC,United States of America,EQUITY
ALVR,AlloVir,,,,
ALX,Alexander's Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
ALXN,Alexion Pharmaceuticals Inc,USD,NASDAQ,United States,Common Stock
ALXO,ALX Oncology Holdings Inc.,USD,NASDAQ,United States of America,EQUITY
ALYA,Alithya Group Inc,USD,NASDAQ,United States,Common Stock
ALYE,Aly Energy Services,,,,
ALYI,Alternet Systems,,,,
ALZN,Alzamend Neuro,,,,
AM,Antero Midstream Corp,USD,NYSE,United States,Common Stock
AMAG,AMAG Pharmaceuticals Inc,USD,NASDAQ,United States,Common Stock
AMAL,Amalgamated Bank,USD,NASDAQ,United States,Common Stock
AMAO,American Acquisition Opportunity Inc.,USD,NASDAQ,United States of America,EQUITY
AMAR,Amarillo Biosciences,,,,
AMAT,Applied Materials Inc,USD,NASDAQ,United States,Common Stock
AMAZ,Amazing Energy Oil & Gas Co.,USD,OTC,United States,Common Stock
AMBA,Ambarella Inc,USD,NASDAQ,United States,Common Stock
AMBC,Ambac Financial Group Inc,USD,NYSE,United States,Common Stock
AMBC,Ambac Financial Group Inc,USD,NASDAQ,United States,Common Stock
AMBD,American Mobile Dental Corp.,USD,OTC,United States,Common Stock
AMBFF,Ambu A/S,USD,OTC,United States of America,EQUITY
AMBK,American Bank,,,,
AMBO,Ambow Education Holding Ltd,USD,NYSE,United States,Depositary Receipt
AMBS,Amarantus Bioscience Holdings,,,,
AMBZ,American Business Bank,USD,OTC,United States of America,EQUITY
AMC,AMC Entertainment Holdings Inc,USD,NYSE,United States,Common Stock
AMCI,AMCI Acquisition Corp,USD,NASDAQ,United States,Common Stock
AMCR,Amcor PLC,USD,NYSE,United States,Common Stock
AMCT,American Education Center,,,,
AMCX,AMC Networks Inc,USD,NASDAQ,United States,Common Stock
AMCY,ACS Global,,,,
AMD,Advanced Micro Devices Inc,USD,NASDAQ,United States,Common Stock
AMDLY,Amada Co.,,,,
AME,AMETEK Inc,USD,NYSE,United States,Common Stock
AMED,Amedisys Inc,USD,NASDAQ,United States,Common Stock
AMEH,Apollo Medical Holdings Inc,USD,NASDAQ,United States,Common Stock
AMEN,AMEN Properties,,,,
AMFL,American Films,,,,
AMG,Affiliated Managers Group Inc,USD,NYSE,United States,Common Stock
AMGN,Amgen Inc,USD,NASDAQ,United States,Common Stock
AMH,American Homes 4 Rent,USD,NYSE,United States,Real Estate Investment Trust (REIT)
AMHC,Amplitude Healthcare Acquisition Corp,USD,NASDAQ,United States,Common Stock
AMHC,Amplitude Healthcare Acquisition Corporation,USD,NASDAQ,United States of America,EQUITY
AMHCU,Amplitude Healthcare Acquisition Corp,USD,NASDAQ,United States,Unit
AMH-D,American Homes 4 Rent,USD,NYSE,United States,Preferred Stock
AMH-E,American Homes 4 Rent,USD,NYSE,United States,Preferred Stock
AMH-F,American Homes 4 Rent,USD,NYSE,United States,Preferred Stock
AMH-G,American Homes 4 Rent,USD,NYSE,United States,Preferred Stock
AMH-H,American Homes 4 Rent,USD,NYSE,United States,Preferred Stock
AMHPF,Verde Agritech Plc,USD,OTC,United States of America,EQUITY
AMH.PR.D,American Homes 4 Rent,USD,NYSE,United States of America,EQUITY
AMH.PR.E,American Homes 4 Rent,USD,NYSE,United States of America,EQUITY
AMH.PR.F,American Homes 4 Rent,USD,NYSE,United States of America,EQUITY
AMH.PR.G,American Homes 4 Rent,USD,NYSE,United States of America,EQUITY
AMH.PR.H,American Homes 4 Rent,USD,NYSE,United States of America,EQUITY
AMHV,American Hemp Ventures Inc.,USD,OTC,United States,Common Stock
AMIH,American International Holdings Corp.,USD,OTC,United States,Common Stock
AMIN,American International Industries,,,,
AMK,Assetmark Financial Holdings Inc,USD,NYSE,United States,Common Stock
AMKR,Amkor Technology Inc,USD,NASDAQ,United States,Common Stock
AMLC,Amelco Corp.,USD,OTC,United States,Common Stock
AMLH,American Leisure Holdings,,,,
AMLM,American Lithium Minerals,,,,
AMMCF,Amur Minerals Corporation,USD,OTC,United States of America,EQUITY
AMMJ,American Cannabis Company,,,,
AMMX,AmeraMex International Inc.,USD,OTC,United States,Common Stock
AMN,AMN Healthcare Services Inc,USD,NYSE,United States,Common Stock
AMNB,American National Bankshares Inc,USD,NASDAQ,United States,Common Stock
AMNC,Amincor Inc,USD,OTC,United States,Common Stock
AMNE,American Green Group,,,,
AMNF,Armanino Foods of Distinction,,,,
AMNL,Applied Minerals,,,,
AMNP,American Sierra Gold Corp.,USD,OTC,United States,Common Stock
AMOT,Allied Motion Technologies Inc,USD,NASDAQ,United States,Common Stock
AMOV,America Movil SAB de CV,USD,NYSE,United States,Depositary Receipt
AMOVF,America Movil S.A.B. de CV,USD,OTC,United States,Common Stock
AMP,Ameriprise Financial Inc,USD,NYSE,United States,Common Stock
AMPE,Ampio Pharmaceuticals Inc,USD,NYSE,United States,Common Stock
AMPG,Amplitech Group Inc.,USD,OTC,United States,Common Stock
AMPH,Amphastar Pharmaceuticals Inc,USD,NASDAQ,United States,Common Stock
AMPY,Amplify Energy Corp,USD,NYSE,United States,Common Stock
AMPYW,Amplify Energy Corp. New,USD,OTC,United States,Warrant
AMRA,American Racing Capital,,,,
AMRB,American River Bankshares,USD,NASDAQ,United States,Common Stock
AMRC,Ameresco Inc,USD,NYSE,United States,Common Stock
AMRH,AMERI Holdings Inc,USD,NASDAQ,United States,Common Stock
AMRK,A-Mark Precious Metals Inc,USD,NASDAQ,United States,Common Stock
AMRN,Amarin Corp PLC,USD,NASDAQ,United States,Depositary Receipt
AMRQQ,Alta Mesa Resources,,,,
AMRS,Amyris Inc,USD,NASDAQ,United States,Common Stock
AMRWQ,Alta Mesa Resources,,,,
AMRX,Amneal Pharmaceuticals Inc,USD,NYSE,United States,Common Stock
AMRYY,Amryt Pharma PLC,USD,OTC,United States,American Depositary Receipt
AMS,American Shared Hospital Services,USD,NYSE,United States,Common Stock
AMSA,American Seniors Association Holding Group,,,,
AMSC,American Superconductor Corp,USD,NASDAQ,United States,Common Stock
AMSF,AMERISAFE Inc,USD,NASDAQ,United States,Common Stock
AMSLF,Australian Mines Limited,USD,OTC,United States of America,EQUITY
AMST,Amesite Inc.,USD,NASDAQ,United States of America,EQUITY
AMST,Amesite Operating Co,USD,NASDAQ,United States of America,Common Stock
AMSWA,American Software Inc-GA,USD,NASDAQ,United States,Common Stock
AMT,American Tower Corp,USD,NYSE,United States,Real Estate Investment Trust (REIT)
AMTA,Amistar Corp.,USD,OTC,United States,Common Stock
AMTB,Amerant Bancorp Inc,USD,NASDAQ,United States,Common Stock
AMTBB,Amerant Bancorp Inc,USD,NASDAQ,United States,Common Stock
AMTCQ,Ameritrans Capital Corp.,USD,OTC,United States,Common Stock
AMTD,TD Ameritrade Holding Corp,USD,NASDAQ,United States,Common Stock
AMTI,Applied Molecular Transport Inc.,USD,NASDAQ,United States of America,EQUITY
AMTPQ,Ameritrans Capital Corp.,USD,OTC,United States,Preferred Stock
AMTX,Aemetis Inc,USD,NASDAQ,United States,Common Stock
AMTY,Amerityre Corp.,USD,OTC,United States,Common Stock
AMUB,ETRACS Alerian MLP Index ETN Series B,USD,NYSE,United States,Exchange-traded Note
AMWD,American Woodmark Corp,USD,NASDAQ,United States,Common Stock
AMWK,AmeriStar Network,,,,
AMWL,American Well Corp,USD,NYSE,United States of America,Common Stock
AMX,America Movil SAB de CV,USD,NYSE,United States,Depositary Receipt
AMXEF,Amex Exploration Inc.,USD,OTC,United States of America,EQUITY
AMYT,Amryt Pharma plc,USD,NASDAQ,United States of America,EQUITY
AMZN,Amazon.com Inc,USD,NASDAQ,United States,Common Stock
AN,AutoNation Inc,USD,NYSE,United States,Common Stock
ANAB,AnaptysBio Inc,USD,NASDAQ,United States,Common Stock
ANAS,Alternaturals,,,,
ANAT,American National Insurance Co,USD,NASDAQ,United States,Common Stock
ANCE,RESTANCE,,,,
ANCN,Anchiano Therapeutics Ltd,USD,NASDAQ,United States,Depositary Receipt
ANCSQ,American Consumers,,,,
ANDA,Andina Acquisition Corp III,USD,NASDAQ,United States,Common Stock
ANDD,ANR Inc,USD,OTC,United States,Right
ANDE,Andersons Inc-The,USD,NASDAQ,United States,Common Stock
ANDI,Andiamo Corp.,USD,OTC,United States,Common Stock
ANDL,Avondale Resources Corp.,USD,OTC,United States,Common Stock
ANDR,Andrea Electronics Corp.,USD,OTC,United States,Common Stock
ANET,Arista Networks Inc,USD,NYSE,United States,Common Stock
ANF,Abercrombie & Fitch Co,USD,NYSE,United States,Common Stock
ANFC,Black Ridge Oil & Gas,,,,
ANGI,ANGI Homeservices Inc,USD,NASDAQ,United States,Common Stock
ANGN,Angion Biomedica Corp.,USD,NASDAQ,United States of America,EQUITY
ANGO,AngioDynamics Inc,USD,NASDAQ,United States,Common Stock
ANH,Anworth Mortgage Asset Corp,USD,NYSE,United States,Real Estate Investment Trust (REIT)
ANH-A,Anworth Mortgage Asset Corp,USD,NYSE,United States,Preferred Stock
ANH-B,Anworth Mortgage Asset Corp,USD,NYSE,United States,Preferred Stock
ANH-C,Anworth Mortgage Asset Corp,USD,NYSE,United States,Preferred Stock
ANH.PR.A,Anworth Mortgage Asset Corporation,USD,NYSE,United States of America,EQUITY
ANH.PR.B,Anworth Mortgage Asset Corporation,USD,NYSE,United States of America,EQUITY
ANH.PR.C,Anworth Mortgage Asset Corporation,USD,NYSE,United States of America,EQUITY
ANIK,Anika Therapeutics Inc,USD,NASDAQ,United States,Common Stock
ANIP,ANI Pharmaceuticals Inc,USD,NASDAQ,United States,Common Stock
ANIX,Anixa Biosciences Inc,USD,NASDAQ,United States,Common Stock
ANMP,Anacomp,,,,
ANNX,Annexon,,,,
ANPC,Anpac Bio-Medical Science Co Ltd,USD,NASDAQ,United States,Depositary Receipt
ANPCY,ANGLE plc,USD,OTC,United States of America,EQUITY
ANPDF,ANTA Sports Products Limited,USD,OTC,United States of America,EQUITY
ANSS,ANSYS Inc,USD,NASDAQ,United States,Common Stock
ANTE,AirNet Technology Inc.,USD,NASDAQ,United States of America,EQUITY
ANTE,AirNet Technology Inc,USD,NASDAQ,United States,Depositary Receipt
ANTH,Anthera Pharmaceuticals,,,,
ANTI,Antigenics,,,,
ANTM,Anthem Inc,USD,NYSE,United States,Common Stock
ANVH,Anviron Holding Co. (The),USD,OTC,United States,Common Stock
ANVS,Annovis Bio Inc,USD,NYSE,United States,Common Stock
ANVV,Anvia Holdings Corp.,USD,OTC,United States,Common Stock
ANXGF,Anaconda Mining Inc.,USD,OTC,United States of America,EQUITY
ANY,Sphere 3D Corp,USD,NASDAQ,United States,Common Stock
ANZU,Anzu Special Acquisition Corp I,USD,NASDAQ,United States of America,EQUITY
AOCIF,AutoCanada Inc.,USD,OTC,United States of America,EQUITY
AOD,Aberdeen Total Dynamic Dividend Fund,USD,NYSE,United States,Closed-end Fund
AOIX,American Oil & Gas,,,,
AOLS,Aeolus Pharmaceuticals,,,,
AON,Aon PLC,USD,NYSE,United States,Common Stock
AONE,One,USD,NYSE,United States of America,Common Stock
AOS,AO Smith Corp,USD,NYSE,United States,Common Stock
AOSL,Alpha & Omega Semiconductor Ltd,USD,NASDAQ,United States,Common Stock
AOTVF,Ascot Resources Ltd.,USD,OTC,United States of America,EQUITY
